#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-10T19:03:50 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-10T19:03:51	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.add=_1&-c.r=  2&-c.geom=r&-source=I/352/gedr3dis&-order=I&-out.orig=standard&-out=Source&-out=RA_ICRS&-out=DE_ICRS&-out=rgeo&-out=b_rgeo&-out=B_rgeo&-out=rpgeo&-out=b_rpgeo&-out=B_rpgeo&-out=Flag&-out.max=unlimited&-c.eq=J2000&-c.u=arcmin&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	header_format=mini	
#INFO	header_format=mini	

#RESOURCE=yCat_1352
#Name: I/352
#Title: Distances to 1.47 billion stars in Gaia EDR3 (Bailer-Jones+, 2021)
#INFO	ivoid=ivo://cds.vizier/i/352	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/352	    IVOID of underlying data collection
#INFO	creator=Bailer-Jones C.A.L.	    First author or institution
#INFO	cites=bibcode:2021AJ....161..147B	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/352	    Dataset landing page
#INFO	publication_date=2024-01-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2016.000:	ICRS
#Table	I_352_gedr3dis:
#Name: I/352/gedr3dis
#Title: Estimating distances from parallaxes (1467744818 sources)
#Column	_1	(A40)	The original question (from your input file)	[ucd=meta.id]
#Column	Source	(I19)	Source identifier, identical to the Gaia-EDR3 source_id (id)	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2016.0 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2016.0 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	rgeo	(F15.8)	? Median of the geometric distance posterior (r_med_geo)	[ucd=pos.distance;stat.mean]
#Column	b_rgeo	(F14.8)	? 16th percentile of the geometric distance posterior (r_lo_geo)	[ucd=pos.distance;stat.min]
#Column	B_rgeo	(F14.8)	? 84th percentile of the geometric distance posterior (r_hi_geo)	[ucd=pos.distance;stat.max]
#Column	rpgeo	(F15.8)	? Median of the photogeometric distance posterior (r_med_photogeo)	[ucd=pos.distance;stat.mean]
#Column	b_rpgeo	(F14.8)	? 16th percentile of the photogeometric distance posterior (r_lo_photogeo)	[ucd=pos.distance;stat.min]
#Column	B_rpgeo	(F14.8)	? 84th percentile of the photogeometric distance posterior (r_hi_photogeo)	[ucd=pos.distance;stat.max]
#Column	Flag	(I5)	Flag (flag) (1)	[ucd=meta.code]
_1	Source	RA_ICRS	DE_ICRS	rgeo	b_rgeo	B_rgeo	rpgeo	b_rpgeo	B_rpgeo	Flag
HD 48329                                	3384529650537299840	100.97012020766	+25.16097035679	  3825.23438000	 2618.23486000	 5224.55176000	  3182.73901000	 2862.45215000	 3564.56250000	10133
HD 48329                                	3384529650539882240	100.97208790488	+25.16074016966	  1975.10840000	 1838.52344000	 2182.27319000	  1988.15417000	 1832.49829000	 2193.49463000	10033

HD 58207                                	 873031989305272832	111.43781114129	+27.77693200198	  2150.10425000	 1642.01379000	 2641.51270000	  1285.66284000	 1165.94019000	 1429.01550000	10133
HD 58207                                	 873031993600061824	111.43958343290	+27.77609498604	  1517.62573000	 1162.08435000	 2073.22070000	  1027.20459000	  920.63140900	 1133.24036000	10133
HD 58207                                	 873033471067999104	111.46210236642	+27.78332458963	  2623.64038000	 1729.03711000	 4297.88623000	  9461.51953000	 8334.19531000	10745.04490000	10033
HD 58207                                	 873033471067999360	111.45708675779	+27.77692050788	  1843.43640000	 1057.09070000	 3480.01978000	   391.30300900	  391.30300900	  426.43515000	20122
HD 58207                                	 873033501133764608	111.46571622559	+27.80316494509	  4212.55615000	 2872.81885000	 8456.34863000	  5598.91309000	 4807.64160000	 6913.23193000	10033
HD 58207                                	 873033505427625088	111.46679680534	+27.79200825148	  2507.97632000	 1547.92175000	 4198.83057000	  8593.47852000	 7598.38086000	 9924.18359000	10133
HD 58207                                	 873034948536639616	111.43785543286	+27.78203881749	  1843.59924000	 1361.14331000	 2831.07935000	  3067.77759000	 2612.19653000	 3458.30103000	10033
HD 58207                                	 873034948536639744	111.43726492197	+27.78206081355	  1913.27185000	 1357.02051000	 2636.05127000	               	              	              	10099
HD 58207                                	 873034978602509568	111.41031022644	+27.77722390911	  1096.70959000	 1054.16309000	 1146.56055000	  1101.13232000	 1057.36340000	 1161.03528000	10033
HD 58207                                	 873034982896380032	111.41312584812	+27.79078196749	  2217.13599000	 1477.00952000	 3151.29443000	  3400.27832000	 2953.23975000	 3918.78491000	10033
HD 58207                                	 873034982897300992	111.40702966572	+27.78074763832	  3551.80347000	 2999.24121000	 4309.61572000	  3222.71045000	 2906.44409000	 3616.11157000	10033
HD 58207                                	 873035017257455104	111.43103524486	+27.79770134112	    41.46006770	   41.14173890	   41.77634050	    41.63201520	   41.30538940	   41.94734950	10033
HD 58207                                	 873035189054810112	111.40433460828	+27.80058964773	  1209.52173000	 1025.61646000	 1533.39893000	               	              	              	10099
HD 58207                                	 873035189054812416	111.39875136763	+27.79110934769	  2726.23267000	 2031.43848000	 3766.01514000	  6548.37402000	 5516.78760000	 8120.00146000	10033
HD 58207                                	 873035189054919296	111.40159193954	+27.79666429236	   543.42431600	  397.78543100	  733.90271000	   443.35772700	  371.61947600	  543.29846200	10033
HD 58207                                	 873035189054919424	111.39868219827	+27.79558960605	   985.64209000	  654.13494900	 1473.10400000	  1585.44312000	 1299.19104000	 1841.63928000	10033
HD 58207                                	 873035189055730560	111.40482155974	+27.80035747391	  1672.79602000	 1438.25854000	 1886.62122000	  1246.10742000	 1110.96033000	 1602.89709000	10133
HD 58207                                	 873035189055828736	111.40835241276	+27.79502025361	  2122.75854000	 1183.61597000	 4659.02979000	  2609.34521000	 2000.18689000	 3242.97119000	20023
HD 58207                                	 873035223414545920	111.42027727217	+27.80412218652	  2176.97998000	 1907.17053000	 2453.69580000	  2034.61572000	 1838.00085000	 2276.55786000	10033
HD 58207                                	 873035223414547072	111.40614879259	+27.80731443306	  2185.73169000	 1619.03931000	 2900.23486000	  1995.32251000	 1771.36865000	 2197.21924000	10033
HD 58207                                	 873035223414547328	111.40898316592	+27.80133054045	  1024.02368000	  844.00488300	 1322.25281000	   895.70330800	  799.68371600	  996.33306900	10033
HD 58207                                	 873035223414547712	111.40965448739	+27.79787008955	  1765.60132000	 1349.48828000	 2691.34595000	  1945.59351000	 1767.12231000	 2236.17236000	10033
HD 58207                                	 873035223415468160	111.41293320680	+27.81075687549	  1121.31128000	 1059.48486000	 1197.16223000	  1180.28857000	 1100.51501000	 1273.94617000	10033
HD 58207                                	 873035292134022400	111.40551741012	+27.82173137280	  4300.11328000	 3032.99170000	 6744.12500000	  4807.86035000	 4061.68213000	 5988.52441000	10033
HD 58207                                	 873035292134945024	111.40662224972	+27.81671320267	  4451.73535000	 3323.71509000	 5540.29346000	  4852.55664000	 4070.16821000	 5953.10059000	10023
HD 58207                                	 873036460365124992	111.45433446304	+27.79927142950	  2808.41138000	 1762.83398000	 5653.10742000	  1897.63208000	 1702.07202000	 2168.85059000	10133
HD 58207                                	 873036524790740608	111.45118902768	+27.81442421445	   963.61261000	  945.05535900	  986.64209000	   967.43914800	  941.27917500	  990.70452900	10033
HD 58207                                	 873036563444681600	111.46613891623	+27.80804751346	  2139.05542000	 1258.63489000	 4532.84717000	  1375.17590000	  362.80407700	 2826.48804000	20122
HD 58207                                	 873036563445262848	111.46433498771	+27.81153565103	   909.53540000	  856.88342300	  977.46600300	   942.25537100	  885.26776100	 1006.12048000	10033
HD 58207                                	 873036632163815168	111.45333028415	+27.82407066170	  3994.70630000	 2786.56445000	 6079.28369000	  8030.00635000	 6721.44971000	 9689.76270000	10033
HD 58207                                	 873036632164739712	111.44862290644	+27.82701892231	  2763.85815000	 2069.32349000	 4108.66699000	  3562.81470000	 3042.45215000	 4062.49536000	10033
HD 58207                                	 873036765308909056	111.41705172394	+27.82098637480	  2616.88867000	 1909.18652000	 3717.16699000	  3553.62720000	 3036.55884000	 4431.80078000	10033
HD 58207                                	 873036769603693824	111.41687550026	+27.82350628012	   984.45050000	  950.07855200	 1014.76770000	  1001.97858000	  966.04925500	 1043.18921000	10033

HD 137759                               	1614728865153262720	231.19735527496	+58.94171529081	  3522.61353000	 2240.08057000	 4840.70361000	  2295.37817000	 1976.13391000	 2632.29175000	10033
HD 137759                               	1614728933872740352	231.25401678469	+58.94379604121	  6281.20752000	 4664.61768000	 9623.38379000	  5740.44141000	 4287.83594000	 7005.82568000	10033
HD 137759                               	1614728968232478592	231.22441364998	+58.94486390909	   868.48620600	  733.05828900	 1109.51428000	   951.27569600	  821.29730200	 1187.66528000	10033
HD 137759                               	1614728968233142272	231.22708293432	+58.94295025701	  5668.38184000	 2059.81421000	 9428.11035000	  4167.45654000	 3391.61499000	 4939.66211000	21033
HD 137759                               	1614728968233707136	231.22468757248	+58.94277420236	   984.08050500	  928.02471900	 1034.94189000	   996.78411900	  952.90087900	 1049.70935000	10033
HD 137759                               	1614728968234237184	231.21497377710	+58.94325433813	  1516.07178000	 1025.56384000	 2221.31567000	 11706.62210000	 9094.31641000	16097.66600000	10023
HD 137759                               	1614729311829868800	231.27555096236	+58.95455684963	  2950.26221000	 2326.00098000	 4256.82275000	  2999.33789000	 2649.06494000	 3472.71436000	10033
HD 137759                               	1614729311830051968	231.27263291363	+58.96400629815	  1483.98779000	  960.03094500	 2291.89209000	 10330.23140000	 9011.76074000	12583.61430000	10033
HD 137759                               	1614729380550568064	231.26106614935	+58.96764711783	  2383.49829000	 2268.24609000	 2542.25220000	  2421.72729000	 2272.66284000	 2554.94507000	10033
HD 137759                               	1614729414910306944	231.28536606729	+58.97990836623	  1723.96753000	 1620.44299000	 1836.80774000	  1758.20386000	 1655.54651000	 1849.44470000	10033
HD 137759                               	1614731923171266048	231.19938273247	+58.95419373225	  1950.29456000	 1359.46191000	 3166.03979000	  9958.65527000	 8041.79639000	12620.29590000	10033
HD 137759                               	1614731957529878016	231.22304663217	+58.97589228013	   447.10693400	  429.28094500	  465.05410800	   452.05435200	  434.17965700	  469.52764900	10033
HD 137759                               	1614731957529995520	231.21922253730	+58.97501310928	  1322.05054000	  831.61633300	 2154.02881000	  8836.30078000	 7343.59180000	11446.60740000	10033
HD 137759                               	1614731957531452544	231.23232031031	+58.96614273565	    30.73582460	   30.60112760	   30.84253310	    30.75026130	   30.62895010	   30.90078540	10033
HD 137759                               	1614732198047884672	231.17270400518	+58.97294011666	  3868.52881000	 2595.11719000	 5134.51123000	 10741.52440000	 8979.82520000	12925.68460000	10033
HD 137759                               	1614732335486845312	231.24757809826	+58.97455820166	  2109.70093000	 1443.17395000	 3239.57520000	  4146.57617000	 3418.54077000	 4796.54785000	10033
HD 137759                               	1614732335487000448	231.23696363782	+58.98585926348	  9235.68457000	 3823.98657000	10710.79200000	  7625.95361000	 6581.14160000	 9041.11621000	20033
HD 137759                               	1614732335488067584	231.23048316751	+58.98023893838	   913.26605200	  856.24346900	  966.83947800	   905.37585400	  865.12445100	  952.89154100	10033
HD 137759                               	1614732369847806336	231.25844087303	+58.99519693351	  3478.30713000	 2427.39404000	 7044.10303000	  2610.52637000	 2258.17090000	 2952.23047000	10033
HD 137759                               	1614732610365974400	231.20773409609	+58.99173777551	  1272.59070000	 1230.46606000	 1306.82263000	  1273.72620000	 1234.09583000	 1320.77637000	10033

HD 220369                               	2010848544905601152	350.60990583752	+60.10276885147	  2703.95386000	 1617.78430000	 6139.10547000	  3237.49023000	 2192.10181000	 4909.69971000	10033
HD 220369                               	2010848579267812480	350.63703991305	+60.10016480880	  2612.92456000	 1593.06348000	 4366.32715000	  5143.00000000	 4377.95117000	 6290.99756000	10033
HD 220369                               	2010848609332182272	350.66203852156	+60.10524652644	  4348.84814000	 2984.87671000	 6175.64453000	  4002.79346000	 2756.07080000	 5587.55762000	10033
HD 220369                               	2010848613625106816	350.64840071076	+60.10132619398	  3958.33667000	 2539.99854000	 5844.51953000	  3537.03931000	 2486.56812000	 5029.30029000	10033
HD 220369                               	2010848613625111296	350.67755843953	+60.10850765448	  2162.55469000	 1449.60840000	 3047.23730000	  3279.09106000	 2268.99194000	 4824.76709000	10033
HD 220369                               	2010848613627564800	350.65458358976	+60.10540546105	  3752.44092000	 2359.11450000	 5405.86475000	  5750.47314000	 4861.03271000	 7218.84570000	10033
HD 220369                               	2010848613627575296	350.66878537686	+60.10521908303	  3868.15234000	 2433.72656000	 6524.31982000	  3677.59326000	 2461.43945000	 5430.73975000	10033
HD 220369                               	2010848613627575424	350.66821798259	+60.10487849759	  3890.76855000	 2513.94482000	 5788.75586000	               	              	              	10099
HD 220369                               	2010848613627576832	350.67422145753	+60.10999132681	  5159.99316000	 3001.51001000	 8897.15527000	  3817.53296000	 3243.59814000	 4957.01758000	10033
HD 220369                               	2010848613627578752	350.67634679171	+60.11156012896	  3495.32202000	 1579.94751000	 5324.39551000	 10571.62600000	 8085.64746000	12476.73730000	20033
HD 220369                               	2010848613631846400	350.66986731075	+60.10771774652	  1590.64966000	 1486.88000000	 1768.87952000	  1569.44788000	 1483.30139000	 1653.90845000	10033
HD 220369                               	2010848613631847168	350.66856480749	+60.10665085916	   714.86523400	  706.69830300	  724.19683800	   718.22302200	  707.42517100	  728.03082300	10033
HD 220369                               	2010848613631980416	350.67380849058	+60.11001674995	  1797.87036000	  845.23138400	 2902.60718000	  2791.70630000	 2285.14380000	 4079.82690000	11033
HD 220369                               	2010848643691916800	350.62377063377	+60.10271627134	  3650.21045000	 2631.48706000	 5310.35693000	  3488.03027000	 2580.98730000	 5892.21826000	10033
HD 220369                               	2010848647984816640	350.62894337841	+60.10798679935	  3489.58423000	 2515.68481000	 4809.92236000	  3266.73340000	 2286.98950000	 4284.62939000	10033
HD 220369                               	2010848647984829696	350.62193250499	+60.10285852028	  3057.07788000	 2005.09351000	 5093.99951000	  2564.77393000	 2018.82043000	 3532.28076000	10033
HD 220369                               	2010848647987282688	350.63498799663	+60.10888211337	  3464.60938000	 2292.94458000	 5114.74365000	  3975.24683000	 2848.35889000	 5601.48047000	10033
HD 220369                               	2010848647987288960	350.63803662147	+60.10229742736	  2151.42944000	 1266.13525000	 4395.36475000	  5226.35205000	 4359.09326000	 7127.88867000	10033
HD 220369                               	2010848647991581696	350.63649412770	+60.10265755565	  5184.98730000	 4205.67334000	 6737.01562000	  4496.77637000	 3780.06372000	 5346.11621000	10033
HD 220369                               	2010848678051657472	350.65078800443	+60.11700756897	  3722.06421000	 2786.97021000	 4983.18799000	  3030.54614000	 2450.70117000	 4204.13428000	10033
HD 220369                               	2010848678051658368	350.65815488098	+60.11371525216	  3155.19922000	 2187.80957000	 4520.45117000	  2645.01953000	 2072.37524000	 3526.46606000	10033
HD 220369                               	2010848678051658496	350.65969959506	+60.11569239920	  3414.16602000	 2239.50000000	 5829.61523000	               	              	              	10099
HD 220369                               	2010848678051658880	350.66151336535	+60.11915134487	  2949.15552000	 1772.02478000	 7075.31250000	  2265.30176000	 1410.04321000	 3228.35400000	10033
HD 220369                               	2010848678051659776	350.66873198104	+60.12276854885	  3873.64355000	 3192.16431000	 4886.40918000	  3839.37524000	 3086.33252000	 4932.27686000	10033
HD 220369                               	2010848682344552064	350.66666971189	+60.12048702729	  4024.21289000	 2157.27490000	 6688.19775000	  4083.08228000	 3239.77051000	 5669.97266000	10033
HD 220369                               	2010848682344552320	350.65829121662	+60.11801745886	  5223.13525000	 3260.17920000	 8138.86865000	  4513.25244000	 3096.86963000	 6375.02197000	10033
HD 220369                               	2010848682344553600	350.66234214355	+60.11845410800	  3738.52808000	 2354.88428000	 5453.83691000	  3552.49414000	 2369.65698000	 4732.84521000	10033
HD 220369                               	2010848682344556928	350.66027092842	+60.11571208010	  4719.03857000	 3270.98560000	 6334.32422000	  3337.63428000	 2738.68555000	 4227.33691000	10033
HD 220369                               	2010848682344564992	350.67231658085	+60.11861763314	  3885.33643000	 2468.22241000	 5396.49365000	  3218.70874000	 2170.87402000	 4312.92578000	10033
HD 220369                               	2010848682344571648	350.65138157817	+60.10992990678	  2581.06421000	 1571.12305000	 3975.30566000	  3292.60522000	 1821.90344000	 4934.35742000	10033
